name,wikipedia
Almaty,"Almaty ( or ; Kazakh: Алматы / Almaty, IPA: [ɑlmɑˈtə] ; Russian: Алматы, IPA: [ɐlmɐˈtɨ]), formerly known as Alma-Ata (Russian: Алма-Ата), is the largest city in Kazakhstan, with a population of over two million."
Alnico,"Alnico is a family of iron alloys which in addition to iron are composed primarily of aluminium (Al), nickel (Ni), and cobalt (Co), hence the acronym al-ni-co."
Alonso,Alonso is a Spanish name of Germanic origin that is a Castilian variant of Adalfuns.
Alopecurus,"Alopecurus, or foxtail grass, is a common and widespread genus of plants in the grass family."
Alopius,"In Greek mythology, Alopius (Ancient Greek: Ἀλόπιος) was the Thespian son of Heracles and Antiope, daughter of King Thespius of Thespiae."
Alosa,"Alosa is a genus of fish,  the river herrings, in the  family Clupeidae."
Alpinia,"Alpinia is a genus of flowering plants in the ginger family, Zingiberaceae."
Alps,"The Alps () are the highest and most extensive mountain range that is entirely in Europe, stretching approximately 1,200 km (750 mi) across eight Alpine countries (from west to east): Monaco, France, Switzerland, Italy, Liechtenstein, Germany, Austria and Slovenia.The Alpine arch extends from Nice on the western Mediterranean to Trieste on the Adriatic and Vienna at the beginning of the Pannonian Basin."
Alsace,"Alsace (, US also ; French: [alzas] ) is a cultural region and a territorial collectivity in eastern France, on the west bank of the upper Rhine next to Germany and Switzerland."
Alsobia,"Alsobia is a genus of flowering plants in the family Gesneriaceae, native to Mexico, Guatemala, and Costa Rica."
Alstonia,"Alstonia is a widespread genus of evergreen trees and shrubs, of the family Apocynaceae."
Alstroemeriaceae,"Alstroemeriaceae is a family of flowering plants, with 254 known species in four genera, almost entirely native to the Americas, from Central America to southern South America."
Altair,Altair is the brightest star in the constellation of Aquila and the twelfth-brightest star in the night sky.
Alternanthera,Alternanthera is a genus of flowering plants in the family Amaranthaceae.
Alyssum,"Alyssum is a genus of over a hundred species of flowering plants in the family Brassicaceae, native to Europe, Asia, and northern Africa, with the highest species diversity in the Mediterranean region."
Amaethon,"In Welsh mythology, Amaethon (Welsh: Amaethon fab Dôn (Welsh pronunciation: [aˈmɛɨ̞θɔn ˈvaːb ˈdoːn]), meaning ""Amaethon son of Dôn"") was the god of agriculture, and the son of the goddess Dôn."
Amanita,"The genus Amanita contains about 600 species of agarics, including some of the most toxic known mushrooms found worldwide, as well as some well-regarded edible species (and many species of unknown edibility)."
Amaranthaceae,"Amaranthaceae ( AM-ər-an-THAY-see-e(y)e) is a family of flowering plants commonly known as the amaranth family, in reference to its type genus Amaranthus."
Amaryllidaceae,"The Amaryllidaceae are a family of herbaceous, mainly perennial and bulbous (rarely rhizomatous) flowering plants in the monocot order Asparagales."
Amaterasu,"Amaterasu, also known as Amaterasu Ōmikami (天照大御神, 天照大神) or Ōhirume no Muchi no Kami (大日孁貴神), is the goddess of the sun in Japanese mythology."
Amati,"Amati (, Italian: [aˈmaːti]) is the last name of a family of Italian violin makers who lived at Cremona from about 1538 to 1740."
Amauropelta,"Amauropelta is a genus of ferns in the family Thelypteridaceae, subfamily Thelypteridoideae, in the Pteridophyte Phylogeny Group classification of 2016 (PPG I)."
Amberboa,"Amberboa is a genus of flowering plants in the family Asteraceae, described as a genus in 1832.Species in this genus are native to central and southwestern Asia.Species
Amberboa amberboi (L.) Tzvelev - Turkmenistan, Kazakhstan, Uzbekistan, Iran, Armenia
Amberboa bucharica Iljin - Turkmenistan, Kazakhstan, Uzbekistan, Tajikistan, Kyrgyzstan, Afghanistan, Iran
Amberboa glauca (Puschk."
Ambloplites,Ambloplites is a genus of North American freshwater fish in the sunfish family (Centrarchidae) of order Perciformes.
Ambrose,"Ambrose of Milan (Latin: Aurelius Ambrosius; c. 339 – 4 April 397), venerated as Saint Ambrose, was a theologian and statesman who served as Bishop of Milan from 374 to 397."
Ambystomatidae,Ambystomatidae is a family of salamanders belonging to the Suborder Salamandroidea in the class Amphibia.
Ameiurus,Ameiurus is a genus of catfishes in the family Ictaluridae.
Amelanchier,"Amelanchier ( am-ə-LAN-sheer), also known as shadbush, shadwood or shadblow, serviceberry or sarvisberry (or just sarvis), juneberry, saskatoon, sugarplum, wild-plum or chuckley pear, is a genus of about 20 species of deciduous-leaved shrubs and small trees in the rose family (Rosaceae)."
Amen,"Amen (Hebrew: אָמֵן, ʾāmēn; Ancient Greek: ἀμήν, amḗn; Classical Syriac: ܐܡܝܢ, 'amīn; Arabic: آمين, ʾāmīn) is an Abrahamic declaration of affirmation which is first found in the Hebrew Bible, and subsequently found in the New Testament."
Americanization,"Americanization or Americanisation (see spelling differences) is the influence of American culture and business on other countries outside the United States, including their media, cuisine, business practices, popular culture, technology or political techniques."
Amharic,"Amharic ( am-HARR-ik or  ahm-HAR-ik; native name: አማርኛ, romanized: Amarəñña, IPA: [amarɨɲːa] ) is an Ethiopian Semitic language, which is a subgrouping within the Semitic branch of the Afroasiatic languages."
Amiidae,The Amiidae are a family of basal ray-finned fishes.
Amish,"The Amish (; Pennsylvania German: Amisch; German: Amische), formally the Old Order Amish, are an ethnoreligious group with Swiss German and Alsatian origins."
Amman,"Amman (English:  ; Arabic: عَمَّان, ʿAmmān pronounced [ʕamːaːn]) is the capital and the largest city of Jordan, and the country's economic, political, and cultural center."
Ammodytes,Ammodytes is a genus of sand lances native to the northern oceans.
Amontillado,"Amontillado (Spanish pronunciation: [amontiˈʎaðo] ah-MON-tee-AH-doe) is a variety of sherry wine characterised by being darker than fino sherry, but lighter than oloroso sherry."
Amphibolips,Amphibolips is an American genus of gall wasps in the family Cynipidae.
Amphicarpaea,"Amphicarpaea, commonly known as hogpeanut, is a genus of flowering plants in the legume family, Fabaceae."
Amphipoda,Amphipoda () is an order of malacostracan crustaceans with no carapace and generally with laterally compressed bodies.
Amphiprion,Amphiprion is a genus of ray-finned fish which comprises all but one of the species of clownfish or anemonefish in the subfamily Amphiprioninae of the family Pomacentridae.
Amphisbaena,"The amphisbaena (, , or , plural: amphisbaenae; Ancient Greek: ἀμφίσβαινα) is a mythological, ant-eating serpent with a head at each end."
Amphisbaenia,"Amphisbaenia  (called amphisbaenians or worm lizards) is a group of typically legless lizards, comprising over 200 extant species."
Amphisbaenidae,"The Amphisbaenidae (common name: worm lizards) are a family of amphisbaenians, a group of limbless vertebrates."
Amsinckia,Amsinckia is a genus of flowering plants commonly known as fiddlenecks.
Amsonia,"Amsonia is a genus of flowering plants in the dogbane family, Apocynaceae, first described as a genus in 1788."
Amsterdam,"Amsterdam ( AM-stər-dam, UK also  AM-stər-DAM, Dutch: [ˌɑmstərˈdɑm] ; literally, ""The Dam on the River Amstel"") is the capital and most populated city of the Netherlands."
Amun,"Amun (US: ; also Amon, Ammon, Amen, Amana; Ancient Egyptian: jmn, reconstructed as /jaˈmaːnuw/ (Old Egyptian and early Middle Egyptian) → /ʔaˈmaːnəʔ/ (later Middle Egyptian) → /ʔaˈmoːn/ (Late Egyptian), Coptic: Ⲁⲙⲟⲩⲛ, romanized: Amoun; Greek Ἄμμων Ámmōn, Ἅμμων Hámmōn; Phoenician: 𐤀𐤌𐤍, romanized: ʾmn) was a major ancient Egyptian deity who appears as a member of the Hermopolitan Ogdoad."
Amur,"The Amur River (Russian: река Амур) or Heilong River (Chinese: 黑龙江) is a perennial river in Northeast Asia, forming the natural border between the Russian Far East and Northeast China (historically the Outer and Inner Manchuria)."
Anabaptism,"Anabaptism (from Neo-Latin anabaptista, from the Greek ἀναβαπτισμός: ἀνά- 're-' and βαπτισμός 'baptism', German: Täufer, earlier also Wiedertäufer) is a Christian movement which traces its origins to the Radical Reformation."
Anabas,Anabas is a genus of climbing gouramies native to southern and eastern Asia.
Anabrus,Anabrus is a genus of insects in the family Tettigoniidae that includes the Mormon cricket.
Anacardiaceae,"The Anacardiaceae, commonly known as the cashew family or sumac family, are a family of flowering plants, including about 83 genera with about 860 known species."
Anacardium,"Anacardium, the cashews, are a genus of flowering plants in the family Anacardiaceae, native to tropical regions of the Americas."
Anacyclus,Anacyclus is a genus of plants in the family Asteraceae described by Linnaeus in 1753.
Anadenanthera,"Anadenanthera is a genus of South American trees in the Legume family, Fabaceae."
Anagallis,"Anagallis is a genus of about 20–25 species of flowering plants in the family Primulaceae, commonly called pimpernel."
Anagyris,Anagyris (Spanish: oro de risco) is a genus of flowering plants in the family Fabaceae.
Ananas,Ananas is a plant genus in the family Bromeliaceae.
Anaphalis,"Anaphalis is a genus of herbaceous and woody flowering plants within the family Asteraceae, whose members are commonly known by the name pearl or pearly everlasting."
Anarhichadidae,"Anarhichadidae, the wolffishes, sea wolves or wolf eels, is a family of marine ray finned fishes belonging to the order Scorpaeniformes."
Anarhichas,"Anarhichas is a genus of marine ray-finned fishes belonging to the family Anarhichadidae, the wolffishes or sea wolves."
Anas,Anas is a genus of dabbling ducks.
Anasa,Anasa is a genus of leaf-footed bug in the Coreinae subfamily.
Anaspida,"Anaspida (""shieldless ones"") is an extinct group of jawless fish that existed from the early Silurian period to the late Devonian period."
Anastatica,Anastatica is a monotypic genus of plants in the family Brassicaceae containing the single species Anastatica hierochuntica.
Anatidae,"The Anatidae are the biological family of water birds that includes ducks, geese, and swans."
Anatolia,"Anatolia, also known as Asia Minor, is a large peninsula in West Asia and is the western-most extension of continental Asia as it borders European Turkey."
Anaxagoras,"Anaxagoras (; Greek: Ἀναξαγόρας, Anaxagóras, ""lord of the assembly""; c."
Anaximander,"Anaximander ( AN-ak-sih-MAN-dər; Greek: Ἀναξίμανδρος Anaximandros; c. 610 – c. 546 BC) was a pre-Socratic Greek philosopher who lived in Miletus, a city of Ionia (in modern-day Turkey)."
Ancohuma,"Ancohuma or Janq'u Uma (Aymara janq'u white, uma water, ""white water"", also spelled Janq'uma, other spellings, Jankho Uma, Jankhouma)  is the third highest mountain in Bolivia (after Sajama and Illimani)."
Ancylostomatidae,The Ancylostomatidae are a family of worms that includes the hookworms.
Ancylus,"Ancylus is a genus of very small, freshwater, air-breathing limpets."
Andalusia,"Andalusia (UK: , US: ; Spanish: Andalucía [andaluˈθi.a] ) is the southernmost autonomous community in Peninsular Spain."
Andersen,"Andersen (Danish pronunciation: [ˈɑnɐsn̩]) is a Danish-Norwegian patronymic surname meaning ""son of Anders"" (itself derived from the Greek name ""Ανδρέας/Andreas"", cf."
Andes,"The Andes ( AN-deez), Andes Mountains or Andean Mountain Range (Spanish: Cordillera de los Andes; Quechua: Anti) are the longest continental mountain range in the world, forming a continuous highland along the western edge of South America."
Andira,"Andira is a genus of flowering plants in the legume family, Fabaceae."
Andorra,"Andorra, officially the Principality of Andorra, is a sovereign landlocked country on the Iberian Peninsula, in the eastern Pyrenees, bordered by France to the north and Spain to the south."
Andreaea,"Andreaea is a genus of rock mosses described by Johann Hedwig in 1801.They are small, delicate acrocarpous mosses (meaning that the capsules are formed at the tips of vertical branches) that form dark brown or reddish cushions on wet siliceous rocks in mountainous areas."
Andrenidae,"The Andrenidae (commonly known as mining bees) are a large, nearly cosmopolitan family of solitary, ground-nesting bees."
Andrew,"Andrew is the English form of the given name, common in many countries."
Andricus,Andricus is a genus of oak gall wasps in the family Cynipidae.
Andropogon,"Andropogon (common names: beard grass, bluestem grass, broomsedge) is a widespread genus of plants in the grass family, native to much of Asia, Africa, and the Americas, as well as Southern Europe and various oceanic islands.Over 100 species have been described."
